,Diagnosis,Drug,Age,Ethnicity,Gender,Count
3848,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,65 to 74 years,WHITE,M,9
3849,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,75 to 84 years,OTHERS,M,2
3850,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,75 to 84 years,WHITE,F,4
3851,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,75 to 84 years,WHITE,M,6
3852,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,85 years and older,BLACK,F,6
3853,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,85 years and older,BLACK,M,1
3854,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,85 years and older,HISPANIC OR LATINO,F,4
3855,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,85 years and older,HISPANIC OR LATINO,M,1
3856,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,85 years and older,OTHERS,F,9
3857,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,85 years and older,OTHERS,M,3
3858,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,85 years and older,WHITE,F,81
3859,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole,85 years and older,WHITE,M,78
3860,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,25 to 34 years,BLACK,M,1
3861,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,25 to 34 years,WHITE,F,1
3862,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,25 to 34 years,WHITE,M,1
3863,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,35 to 44 years,HISPANIC OR LATINO,F,1
3864,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,35 to 44 years,OTHERS,M,1
3865,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,35 to 44 years,WHITE,F,1
3866,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,45 to 54 years,HISPANIC OR LATINO,F,1
3867,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,45 to 54 years,OTHERS,M,1
3868,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,45 to 54 years,WHITE,F,3
3869,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,45 to 54 years,WHITE,M,4
3870,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,55 to 64 years,ASIAN,M,1
3871,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,55 to 64 years,WHITE,F,4
3872,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,55 to 64 years,WHITE,M,8
3873,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,65 to 74 years,WHITE,F,3
3874,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,65 to 74 years,WHITE,M,4
3875,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,75 to 84 years,WHITE,F,2
3876,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,85 years and older,ASIAN,F,1
3877,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,85 years and older,ASIAN,M,1
3878,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,85 years and older,BLACK,M,2
3879,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,85 years and older,HISPANIC OR LATINO,F,1
3880,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,85 years and older,HISPANIC OR LATINO,M,2
3881,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,85 years and older,WHITE,F,29
3882,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Pantoprazole Sodium,85 years and older,WHITE,M,29
3883,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,15 to 24 years,HISPANIC OR LATINO,M,2
3884,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,15 to 24 years,OTHERS,F,2
3885,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,15 to 24 years,OTHERS,M,3
3886,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,15 to 24 years,WHITE,M,9
3887,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,25 to 34 years,BLACK,M,5
3888,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,25 to 34 years,OTHERS,F,2
3889,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,25 to 34 years,OTHERS,M,4
3890,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,25 to 34 years,WHITE,F,7
3891,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,25 to 34 years,WHITE,M,5
3892,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,35 to 44 years,BLACK,F,1
3893,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,35 to 44 years,OTHERS,M,1
3894,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,35 to 44 years,WHITE,F,6
3895,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,35 to 44 years,WHITE,M,9
3896,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,45 to 54 years,BLACK,F,2
3897,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,45 to 54 years,HISPANIC OR LATINO,F,4
3898,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,45 to 54 years,OTHERS,M,8
3899,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,45 to 54 years,WHITE,F,17
3900,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,45 to 54 years,WHITE,M,17
3901,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,55 to 64 years,ASIAN,M,9
3902,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,55 to 64 years,BLACK,M,5
3903,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,55 to 64 years,HISPANIC OR LATINO,M,2
3904,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,55 to 64 years,OTHERS,F,6
3905,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,55 to 64 years,OTHERS,M,2
3906,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,55 to 64 years,WHITE,F,15
3907,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,55 to 64 years,WHITE,M,54
3908,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,65 to 74 years,ASIAN,F,11
3909,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,65 to 74 years,ASIAN,M,2
3910,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,65 to 74 years,BLACK,F,2
3911,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,65 to 74 years,OTHERS,M,4
3912,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,65 to 74 years,WHITE,F,25
3913,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,65 to 74 years,WHITE,M,20
3914,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,75 to 84 years,ASIAN,M,13
3915,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,75 to 84 years,BLACK,M,1
3916,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,75 to 84 years,OTHERS,F,2
3917,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,75 to 84 years,OTHERS,M,3
3918,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,75 to 84 years,WHITE,F,31
3919,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,75 to 84 years,WHITE,M,11
3920,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,ASIAN,F,1
3921,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,ASIAN,M,8
3922,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,BLACK,F,39
3923,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,BLACK,M,14
3924,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,HISPANIC OR LATINO,F,14
3925,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,HISPANIC OR LATINO,M,1
3926,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,OTHERS,F,24
3927,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,OTHERS,M,30
3928,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,WHITE,F,174
3929,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Potassium Chloride,85 years and older,WHITE,M,207
3930,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,15 to 24 years,WHITE,F,1
3931,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,25 to 34 years,WHITE,F,1
3932,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,25 to 34 years,WHITE,M,2
3933,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,35 to 44 years,WHITE,F,2
3934,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,45 to 54 years,BLACK,F,1
3935,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,45 to 54 years,WHITE,F,2
3936,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,45 to 54 years,WHITE,M,3
3937,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,55 to 64 years,WHITE,M,4
3938,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,65 to 74 years,OTHERS,M,1
3939,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,65 to 74 years,WHITE,F,5
3940,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,65 to 74 years,WHITE,M,1
3941,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,75 to 84 years,WHITE,F,1
3942,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,85 years and older,BLACK,F,2
3943,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,85 years and older,BLACK,M,1
3944,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,85 years and older,HISPANIC OR LATINO,F,1
3945,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,85 years and older,WHITE,F,12
3946,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Ranitidine,85 years and older,WHITE,M,8
3947,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,15 to 24 years,HISPANIC OR LATINO,M,1
3948,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,15 to 24 years,OTHERS,M,2
3949,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,15 to 24 years,WHITE,M,6
3950,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,25 to 34 years,BLACK,M,2
3951,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,25 to 34 years,OTHERS,M,3
3952,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,25 to 34 years,WHITE,F,5
3953,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,25 to 34 years,WHITE,M,4
3954,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,35 to 44 years,BLACK,F,1
3955,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,35 to 44 years,OTHERS,M,1
3956,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,35 to 44 years,WHITE,F,1
3957,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,35 to 44 years,WHITE,M,5
3958,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,45 to 54 years,BLACK,F,2
3959,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,45 to 54 years,HISPANIC OR LATINO,F,1
3960,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,45 to 54 years,OTHERS,M,5
3961,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,45 to 54 years,WHITE,F,12
3962,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,45 to 54 years,WHITE,M,5
3963,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,55 to 64 years,ASIAN,M,3
3964,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,55 to 64 years,HISPANIC OR LATINO,M,1
3965,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,55 to 64 years,OTHERS,F,3
3966,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,55 to 64 years,WHITE,F,7
3967,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,55 to 64 years,WHITE,M,32
3968,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,65 to 74 years,ASIAN,F,3
3969,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,65 to 74 years,OTHERS,M,3
3970,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,65 to 74 years,WHITE,F,9
3971,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,65 to 74 years,WHITE,M,5
3972,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,75 to 84 years,ASIAN,M,3
3973,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,75 to 84 years,OTHERS,F,1
3974,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,75 to 84 years,OTHERS,M,2
3975,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,75 to 84 years,WHITE,F,16
3976,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,75 to 84 years,WHITE,M,6
3977,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,ASIAN,F,1
3978,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,ASIAN,M,2
3979,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,BLACK,F,17
3980,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,BLACK,M,6
3981,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,HISPANIC OR LATINO,F,9
3982,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,HISPANIC OR LATINO,M,1
3983,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,OTHERS,F,8
3984,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,OTHERS,M,7
3985,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,WHITE,F,90
3986,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,SW,85 years and older,WHITE,M,106
3987,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,15 to 24 years,HISPANIC OR LATINO,M,3
3988,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,15 to 24 years,OTHERS,M,4
3989,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,15 to 24 years,WHITE,F,2
3990,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,15 to 24 years,WHITE,M,11
3991,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,25 to 34 years,BLACK,M,3
3992,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,25 to 34 years,OTHERS,F,2
3993,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,25 to 34 years,OTHERS,M,5
3994,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,25 to 34 years,WHITE,F,10
3995,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,25 to 34 years,WHITE,M,19
3996,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,35 to 44 years,BLACK,F,1
3997,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,35 to 44 years,HISPANIC OR LATINO,F,2
3998,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,35 to 44 years,OTHERS,M,5
3999,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,35 to 44 years,WHITE,F,19
4000,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,35 to 44 years,WHITE,M,34
4001,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,45 to 54 years,BLACK,F,9
4002,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,45 to 54 years,HISPANIC OR LATINO,F,4
4003,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,45 to 54 years,HISPANIC OR LATINO,M,3
4004,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,45 to 54 years,OTHERS,M,16
4005,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,45 to 54 years,WHITE,F,53
4006,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,45 to 54 years,WHITE,M,44
4007,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,55 to 64 years,ASIAN,M,5
4008,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,55 to 64 years,BLACK,F,1
4009,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,55 to 64 years,BLACK,M,5
4010,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,55 to 64 years,HISPANIC OR LATINO,M,5
4011,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,55 to 64 years,OTHERS,F,7
4012,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,55 to 64 years,OTHERS,M,3
4013,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,55 to 64 years,WHITE,F,23
4014,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,55 to 64 years,WHITE,M,67
4015,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,65 to 74 years,ASIAN,F,4
4016,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,65 to 74 years,ASIAN,M,4
4017,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,65 to 74 years,BLACK,F,4
4018,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,65 to 74 years,BLACK,M,7
4019,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,65 to 74 years,OTHERS,F,2
4020,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,65 to 74 years,OTHERS,M,11
4021,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,65 to 74 years,WHITE,F,35
4022,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,65 to 74 years,WHITE,M,26
4023,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,75 to 84 years,ASIAN,M,3
4024,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,75 to 84 years,BLACK,M,5
4025,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,75 to 84 years,OTHERS,F,2
4026,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,75 to 84 years,OTHERS,M,8
4027,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,75 to 84 years,WHITE,F,12
4028,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,75 to 84 years,WHITE,M,23
4029,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,ASIAN,F,5
4030,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,ASIAN,M,10
4031,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,BLACK,F,51
4032,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,BLACK,M,24
4033,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,HISPANIC OR LATINO,F,14
4034,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,HISPANIC OR LATINO,M,8
4035,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,OTHERS,F,14
4036,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,OTHERS,M,27
4037,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,WHITE,F,300
4038,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Sodium Chloride 0.9%  Flush,85 years and older,WHITE,M,390
4039,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Vancomycin,15 to 24 years,WHITE,F,2
4040,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,Vancomycin,15 to 24 years,WHITE,M,9
